id	title
2993	Thunderball
2994	City Lights
2995	House on Haunted Hill
2996	Music of the Heart
2997	Being John Malkovich
2998	Dreaming of Joseph Lees
2999	Man of the Century
3000	Mononoke-hime
3001	The Suburbans
3002	Mein liebster Feind - Klaus Kinski
3003	Train de vie
3004	The Bachelor
3005	The Bone Collector
3006	Inside Man
3007	American Movie
3008	Last Night
3010	Rosetta
3011	They Shoot Horses, Don't They?
3012	Battling Butler
3013	Bride of Re-Animator
3014	Bustin' Loose
3015	Coma
3016	Creepshow
3017	Creepshow 2
3018	Re-Animator
3019	Drugstore Cowboy
3020	Falling Down
3021	The Funhouse
3022	The General
3024	Piranha
3025	Rough Night in Jericho
3026	Slaughterhouse-Five
3027	Slaughterhouse-Five
3028	The Taming of the Shrew
3029	Nighthawks
3030	Yojinbo
3031	Repo! The Genetic Opera
3032	The Omega Man
3033	Spaceballs
3034	Robin Hood: Prince of Thieves
3035	Mister Roberts
3036	La guerre du feu
3037	Little Big Man
3038	A Face in the Crowd
3039	Trading Places
3040	Meatballs
3041	Meatballs Part II
3042	Meatballs III: Summer Job
3043	Meatballs 4
3044	Dead Again
3045	Peter's Friends
3046	The Incredibly True Adventure of Two Girls in Love
3047	Experience Preferred... But Not Essential
3048	Under the Rainbow
3049	How I Won the War
3050	Light It Up
3051	Anywhere But Here
3052	Dogma
3053	Joan of Arc
3054	Pokemon: The First Movie
3055	Felicia's Journey
3056	Oxygen
3057	Where's Marlowe?
3058	Planet of the Apes
3060	The Commitments
3061	Holiday Inn
3062	The Longest Day
3063	Poison Ivy
3064	Poison Ivy: The New Seduction
3065	Nothing to Lose
3066	Tora! Tora! Tora!
3067	Mujeres al borde de un ataque de nervios
3068	The Verdict
3069	The Effect of Gamma Rays on Man-in-the-Moon Marigolds
3070	The Adventures of Buckaroo Banzai Across the 8th Dimension
3071	Stand and Deliver
3072	Moonstruck
3073	The Sandpiper
3074	Jeremiah Johnson
3075	Repulsion
3076	Irma la Douce
3077	42: Forty Two Up
3078	Liberty Heights
3079	Mansfield Park
3081	Sleepy Hollow
3082	The World Is Not Enough
3083	Todo sobre mi madre
3085	La morte vivante
3086	Babes in Toyland
3087	Scrooged
3088	Last Chance Harvey
3089	Ladri di biciclette
3090	Matewan
3091	Kagemusha
3092	Chushingura
3093	McCabe & Mrs. Miller
3094	Maurice
3095	The Grapes of Wrath
3096	My Man Godfrey
3097	The Shop Around the Corner
3098	The Natural
3099	Shampoo
3100	A River Runs Through It
3101	Fatal Attraction
3102	Jagged Edge
3103	Stanley & Iris
3104	Midnight Run
3105	Awakenings
3106	Come See the Paradise
3107	Backdraft
3108	The Fisher King
3109	Frozen River
3110	North Country
3111	Places in the Heart
3112	'night, Mother
3113	End of Days
3114	Toy Story
3115	Flawless
3116	Miss Julie
3117	Ride with the Devil
3118	Tumbleweeds
3119	Reazione a catena
3120	The Distinguished Gentleman
3121	The Hitch-Hiker
3122	Santa Fe Trail
3124	Agnes Browne
3125	The End of the Affair
3126	The End of the Affair
3127	Holy Smoke
3128	A Map of the World
3129	Sweet and Lowdown
3130	The Bonfire of the Vanities
3131	Broadway Damage
3132	Daddy Long Legs
3133	Go West
3134	La grande illusion
3135	The Great Santini
3136	The James Dean Story
3137	The Sea Wolves
3138	Stealing Home
3139	Tarzan the Fearless
3140	Three Ages
3141	The Two Jakes
3142	U2: Rattle and Hum
3143	Hell in the Pacific
3144	The Glass Bottom Boat
3145	Cradle Will Rock
3146	Deuce Bigalow: Male Gigolo
3147	The Green Mile
3148	The Cider House Rules
3149	Diamonds
3150	Punisher: War Zone
3151	The Bat Whispers
3152	The Last Picture Show
3153	The 7th Voyage of Sinbad
3154	Blood on the Sun
3155	Anna and the King
3156	Bicentennial Man
3157	Stuart Little 2
3158	Jing Ke ci Qin Wang
3159	Fantasia/2000
3160	Magnolia
3161	Onegin
3162	Simpatico
3163	Topsy-Turvy
3165	3-4 x jugatsu
3166	Brenda Starr
3167	Carnal Knowledge
3168	Easy Rider
3169	The Falcon and the Snowman
3171	Room at the Top
3172	Ulisse
3173	Any Given Sunday
3174	Man on the Moon
3175	Galaxy Quest
3176	The Talented Mr. Ripley
3177	Next Friday
3178	The Hurricane
3179	Angela's Ashes
3180	Play It to the Bone
3181	Titus
3182	Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.
3183	The Third Miracle
3184	Scarface
3185	Snow Falling on Cedars
3186	Girl, Interrupted
3188	The Life and Times of Hank Greenberg
3189	My Dog Skip
3190	Supernova
3191	The Quarry
3192	Theeviravaathi: The Terrorist
3193	Heavenly Creatures
3194	The Way We Were
3195	Tess of the Storm Country
3196	Stalag 17
3197	The Presidio
3198	Papillon
3199	Pal Joey
3200	The Last Detail
3201	Five Easy Pieces
3202	Auch Zwerge haben klein angefangen
3203	Dead Calm
3204	The Boys from Brazil
3205	La maschera del demonio
3206	Against All Odds
3207	The Snows of Kilimanjaro
3208	Loaded Weapon 1
3209	The Loves of Carmen
3210	Fast Times at Ridgemont High
3211	Evil Angels
3213	Batman: Mask of the Phantasm
3214	American Flyers
3215	Voyage of the Damned
3216	Vampiros lesbos
3217	A Star Is Born
3218	Poison
3219	Pacific Heights
3220	Night Tide
3221	The Draughtsman's Contract
3222	U-Carmen e-Khayelitsha
3223	A Zed & Two Noughts
3224	Suna no onna
3225	Down to You
3226	Hellhounds on My Trail: The Afterlife of Robert Johnson
3230	The Odessa File
3231	The Saphead
3232	Seven Chances
3235	Where the Buffalo Roam
3237	Falkens oga
3238	Eye of the Beholder
3239	Isn't She Great
3240	The Big Tease
3241	Phorpa
3242	Santitos
3243	Encino Man
3244	The Goodbye Girl
3245	Soy Cuba
3246	Malcolm X
3247	Sister Act
3248	Sister Act 2: Back in the Habit
3249	The Hand That Rocks the Cradle
3250	Alive
3251	Agnes of God
3252	Scent of a Woman
3253	Wayne's World
3254	Wayne's World 2
3255	A League of Their Own
3256	Patriot Games
3257	The Bodyguard
3258	Death Becomes Her
3259	Far and Away
3260	Howards End
3261	Singles
3262	Twin Peaks: Fire Walk with Me
3263	White Men Can't Jump
3264	Buffy the Vampire Slayer
3265	Lat sau san taam
3266	C'est arrive pres de chez vous
3267	El mariachi
3268	Stop! Or My Mom Will Shoot
3269	Forever Young
3270	The Cutting Edge
3271	Of Mice and Men
3272	Bad Lieutenant
3273	Scream 3
3274	Single White Female
3275	The Boondock Saints
3276	Gun Shy
3278	Gendernauts - Eine Reise durch die Geschlechter
3280	Gone Baby Gone
3281	The Brandon Teena Story
3282	Different for Girls
3283	Minnie and Moskowitz
3284	They Might Be Giants
3285	The Beach
3286	Snow Day
3287	The Tigger Movie
3289	Yi ge dou bu neng shao
3292	The Big Combo
3293	Conceiving Ada
3294	Eaten Alive
3295	Raining Stones
3296	To Sir, with Love
3298	Boiler Room
3300	Pitch Black
3301	The Whole Nine Yards
3302	Beautiful People
3303	Black Tar Heroin: The Dark End of the Street
3304	Blue Collar Comedy Tour: The Movie
3305	Bluebeard
3306	Monty Python's Flying Circus
3307	City Lights
3308	The Flamingo Kid
3309	A Dog's Life
3310	The Karate Kid
3311	The Man from Laramie
3313	Class Reunion
3314	The Big Trees
3315	Happy Go Lovely
3316	Reindeer Games
3317	Wonder Boys
3318	Deterrence
3319	Judy Berlin
3320	Mifunes sidste sang
3322	3 Strikes
3323	Chain of Fools
3324	Drowning Mona
3325	The Next Best Thing
3326	What Planet Are You From?
3327	Beyond the Mat
3328	Ghost Dog: The Way of the Samurai
3329	The Year My Voice Broke
3330	Splendor in the Grass
3331	My Tutor
3332	The Legend of Lobo
3333	The Killing of Sister George
3334	Key Largo
3335	Jailbait
3336	It Happened Here
3337	I'll Never Forget What's'isname
3338	For All Mankind
3339	Cross of Iron
3340	Bride of the Monster
3341	Born Yesterday
3342	Birdy
3343	Et Dieu... crea la femme
3344	Blood Feast
3345	Charlie, the Lonesome Cougar
3347	Never Cry Wolf
3348	The Night Visitor
3349	The Perils of Pauline
3350	A Raisin in the Sun
3351	Two Thousand Maniacs!
3352	Brown's Requiem
3353	The Closer You Get
3354	Mission to Mars
3355	The Ninth Gate
3357	Est - Ouest
3358	Defending Your Life
3359	Breaking Away
3360	Hoosiers
3361	Bull Durham
3362	Dog Day Afternoon
3363	American Graffiti
3364	The Asphalt Jungle
3365	The Searchers
3367	The Devil's Brigade
3368	The Big Country
3369	Melodie en sous-sol
3370	The Betrayal - Nerakhoon
3371	Bound for Glory
3372	The Bridge at Remagen
3373	Buck and the Preacher
3374	Daughters of the Dust
3375	Destination Moon
3376	La nuit fantastique
3377	Hangmen Also Die!
3378	Der Unhold
3379	The Beach
3380	Railroaded!
3384	The Taking of Pelham One Two Three
3385	Volunteers
3386	JFK
3387	Who's Harry Crumb?
3388	Harry and the Hendersons
3389	Let's Get Harry
3390	Shanghai Surprise
3391	Who's That Girl
3392	She-Devil
3393	Date with an Angel
3394	Blind Date
3395	Nadine
3396	The Muppet Movie
3397	The Great Muppet Caper
3398	The Muppets Take Manhattan
3399	Sesame Street Presents: Follow that Bird
3400	We're Back! A Dinosaur's Story
3401	Baby: Secret of the Lost Legend
3402	Turtle Diary
3403	Raise the Titanic
3404	Titanic
3405	A Night to Remember
3406	Captain Horatio Hornblower R.N.
3407	Les convoyeurs attendent
3408	Erin Brockovich
3409	Final Destination
3410	Soft Fruit
3412	L'ours
3413	Deep Impact
3414	Love Is a Many-Splendored Thing
3415	Zerkalo
3417	The Crimson Pirate
3418	Thelma & Louise
3419	Something for Everyone
3420	...And Justice for All.
3421	Animal House
3422	She's Gotta Have It
3423	School Daze
3424	Do the Right Thing
3425	Mo' Better Blues
3426	Jungle Fever
3427	Coogan's Bluff
3428	Resurrecting the Champ
3429	Creature Comforts
3430	Death Wish
3431	Death Wish
3432	Death Wish 3
3433	Death Wish 4: The Crackdown
3434	Death Wish V: The Face of Death
3435	Double Indemnity
3436	Dying Young
3437	Cool as Ice
3438	Teenage Mutant Ninja Turtles
3439	Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3440	Teenage Mutant Ninja Turtles III
3441	Red Dawn
3442	Band of the Hand
3443	Born American
3444	Bloodsport
3445	Eyes of Laura Mars
3446	Funny Bones
3447	The Good Earth
3448	Good Morning, Vietnam
3449	The Good Mother
3450	Grumpy Old Men
3451	Guess Who's Coming to Dinner
3452	Romeo Must Die
3453	Here on Earth
3454	Whatever It Takes
3455	Buddy Boy
3456	Rang-e khoda
3457	Waking the Dead
3458	Blood and Sand
3459	Gothic
3461	Lord of the Flies
3462	Modern Times
3463	Last Resort
3464	Solar Crisis
3465	That's Life!
3466	Heart and Souls
3467	Hud
3468	The Hustler
3469	Inherit the Wind
3470	Dersu Uzala
3471	Close Encounters of the Third Kind
3472	The City of the Dead
3473	Jonas qui aura 25 ans en l'an 2000
3474	Retroactive
3475	A Place in the Sun
3476	Jacob's Ladder
3477	Empire Records
3478	La Bamba
3479	Ladyhawke
3480	Lucas
3481	High Fidelity
3483	The Road to El Dorado
3484	The Skulls
3485	Macchie solari
3486	Devil Girl from Mars
3487	The Road to El Dorado
3489	Hook
3490	Horror Express
3491	My Chauffeur
3492	The Son of the Sheik
3494	True Grit
3495	Roadside Prophets
3496	Madame Sousatzka
3497	Max Dugan Returns
3498	Midnight Express
3499	Misery
3500	Mr. Saturday Night
3501	Murphy's Romance
3502	My Life Without Me
3503	Solyaris
3504	Network
3505	No Way Out
3506	North Dallas Forty
3507	The Odd Couple
3508	The Outlaw Josey Wales
3509	Black and White
3510	Frequency
3511	Ready to Rumble
3512	Return to Me
3513	Rules of Engagement
3514	Joe Gould's Secret
3515	Me, Myself & Irene
3516	Bell Book and Candle
3518	The End of Violence
3519	Force 10 from Navarone
3520	How to Stuff a Wild Bikini
3521	Mystery Train
3522	Sacco e Vanzetti
3523	Taffin
3524	King Arthur
3525	Bachelor Party
3526	Parenthood
3527	Predator
3528	The Prince of Tides
3529	The Postman Always Rings Twice
3530	Smoking/No Smoking
3531	All the Vermeers in New York
3533	Yukinojo henge
3534	28 Days Later...
3535	American Psycho
3536	Keeping the Faith
3537	Where the Money Is
3538	East Is East
3539	The Filth and the Fury
3540	Passion of Mind
3541	Third World Cop
3542	Coming Apart
3543	Diner
3544	Shakes the Clown
3545	Cabaret
3546	What Ever Happened to Baby Jane?
3547	Prick Up Your Ears
3548	Auntie Mame
3549	Guys and Dolls
3550	Hunger
3551	Marathon Man
3552	Caddyshack
3553	Gossip
3554	Love & Basketball
3555	U-571
3556	The Virgin Suicides
3557	Jennifer Eight
3559	Limelight
3560	Ai no borei
3562	Committed
3563	The Crow: Salvation
3564	The Flintstones in Viva Rock Vegas
3565	Where the Heart Is
3566	The Big Kahuna
3567	Bossa Nova
3568	Goat on Fire and Smiling Fish
3569	Idioterne
3570	The Last September
3571	Timecode
3572	Carnosaur
3573	Carnosaur 2
3574	Carnosaur 3: Primal Species
3575	Defying Gravity
3576	Cache
3577	Two Moon Junction
3578	Gladiator
3580	Up at the Villa
3581	Human Traffic
3583	1-2-3-4 ou Les Collants noirs
3584	À bout de souffle
3585	The Great Locomotive Chase
3586	The Idolmaker
3587	From Dusk Till Dawn
3588	The King of Marvin Gardens
3589	Die Nibelungen, Teil 1 - Siegfried
3590	The Lord's of Flatbush
3591	Mr. Mom
3592	Les maîtres du temps
3593	Battlefield Earth: A Saga of the Year 3000
3594	Center Stage
3595	Held Up
3596	Screwed
3597	Whipped
3598	Hamlet
3599	Anchors Aweigh
3600	Blue Hawaii
3601	The Castaway Cowboy
3602	G.I. Blues
3603	The Gay Deceivers
3604	Gypsy
3605	King Creole
3606	On the Town
3607	One Little Indian
3608	Pee-wee's Big Adventure
3609	Regret to Inform
3610	Roustabout
3612	The Slipper and the Rose: The Story of Cinderella
3613	Things Change
3614	Honeymoon in Vegas
3615	Dinosaur
3616	Loser
3617	Road Trip
3618	Small Time Crooks
3619	The Hollywood Knights
3620	The Myth of Fingerprints
3621	Possession
3622	The Twelve Chairs
3623	Mission: Impossible
3624	Shanghai Noon
3625	Better Living Through Circuitry
3626	8 ½ Women
3627	Carnival of Souls
3628	Flying Tigers
3629	The Gold Rush
3630	Lisa e il diavolo
3631	It's in the Water
3632	Monsieur Verdoux
3633	On Her Majesty's Secret Service
3634	Seven Days in May
3635	The Spy Who Loved Me
3636	Ceux qui m'aiment prendront le train
3637	Sans toit ni loi
3638	Moonraker
3639	The Man with the Golden Gun
3640	King of New York
3641	A Woman of Paris: A Drama of Fate
3642	In Old California
3643	The Fighting Seabees
3644	Dark Command
3645	Cleo de 5 a 7
3646	Big Momma's House
3648	The Abominable Snowman
3649	American Gigolo
3650	Angustia
3651	La novia ensangrentada
3652	Paura nella citta dei morti viventi
3653	The Endless Summer
3654	The Guns of Navarone
3655	La grande bouffe
3656	Lured
3658	Quatermass and the Pit
3659	Quatermass 2
3660	Puppetmaster
3661	Puppet Master II
3662	Puppet Master III: Toulon's Revenge
3663	Puppet Master 4
3664	Puppet Master 5: The Final Chapter
3665	Curse of the Puppet Master
3666	Retro Puppet Master
3667	Rent-a-Cop
3668	Romeo + Juliet
3669	Stay Tuned
3670	Story of G.I. Joe
3671	Blazing Saddles
3672	Benji the Hunted
3673	Benji the Hunted
3674	For the Love of Benji
3675	White Christmas
3676	Eraserhead
3677	The Boys of Baraka
3678	The Man with the Golden Arm
3679	The Decline of Western Civilization Part III
3680	The Decline of Western Civilization Part II: The Metal Years
3681	Per qualche dollaro in più
3682	Magnum Force
3683	Blood Simple.
3684	The Fabulous Baker Boys
3685	Prizzi's Honor
3686	Flatliners
3687	Gandahar
3688	Porky's
3689	Porky's II: The Next Day
3690	Porky's Revenge
3691	Private School
3692	Class of Nuke 'Em High
3693	The Toxic Avenger
3694	The Toxic Avenger Part II
3695	The Toxic Avenger Part III: The Last Temptation of Toxie
3696	Night of the Creeps
3697	Predator
3698	The Running Man
3699	Starman
3700	The Brother from Another Planet
3701	"Alien Nation"
3702	Mad Max
3703	Mad Max 2
3704	Mad Max Beyond Thunderdome
3705	Bird on a Wire
3706	Angel Heart
3707	Nine 1/2 Weeks
3708	Firestarter
3709	Sleepwalking
3710	Action Jackson
3711	Sarafina!
3712	Soapdish
3713	The Long Walk Home
3714	Clara's Heart
3715	Burglar
3716	Fatal Beauty
3717	Gone in Sixty Seconds
3718	American Pimp
3719	Love's Labour's Lost
3720	Sunshine
3721	Trixie
3722	The Last American Virgin
3723	Hamlet
3724	Coming Home
3725	American Pop
3726	Assault on Precinct 13
3727	Near Dark
3728	One False Move
3729	Shaft
3730	The Conversation
3731	Cutter's Way
3732	Balls of Fury
3733	The Paper Chase
3734	Prince of the City
3735	Serpico
3736	Ace in the Hole
3737	Lonely Are the Brave
3738	The Sugarland Express
3739	Trouble in Paradise
3740	Big Trouble in Little China
3741	Badlands
3742	Bronenosets Potyomkin
3743	Boys and Girls
3744	Shaft
3745	Titan A.E.
3746	La lengua de las mariposas
3747	Jesus' Son
3748	Match Point
3749	Le temps retrouve, d'apres l'oeuvre de Marcel Proust
3751	Chicken Run
3752	Me, Myself & Irene
3753	The Patriot
3754	The Adventures of Rocky & Bullwinkle
3755	The Perfect Storm
3756	The Golden Bowl
3757	Asylum
3758	Communion
3759	Fun & Fancy Free
3760	The Kentucky Fried Movie
3761	Bound by Honor
3763	F/X2
3764	F/X2
3765	The Hot Spot
3766	Missing in Action 2: The Beginning
3767	Missing in Action 2: The Beginning
3768	Braddock: Missing in Action III
3769	Thunderbolt and Lightfoot
3770	Dreamscape
3771	The Golden Voyage of Sinbad
3772	Il rosso segno della follia
3773	House Party
3774	House Party 2
3775	Make Mine Music
3776	Melody Time
3777	Nekromantik
3779	Project Moon Base
3780	Rocketship X-M
3781	Shaft in Africa
3782	Shaft's Big Score!
3783	Croupier
3784	The Karate Kid
3785	Scary Movie
3786	But I'm a Cheerleader
3787	Xizao
3788	Blowup
3789	The Pawnbroker
3790	Groove
3791	Footloose
3792	Duel in the Sun
3793	X-Men
3794	Chuck & Buck
3795	The Five Senses
3796	The Wisdom of Crocodiles
3797	The In Crowd
3798	What Lies Beneath
3799	Pokemon: The Movie 2000
3800	Les amants criminels
3801	Anatomy of a Murder
3802	Freejack
3803	Greaser's Palace
3804	Some Like It Hot
3805	Knight Rider
3806	Mackenna's Gold
3807	Sinbad and the Eye of the Tiger
3808	La ciociara
3809	What About Bob?
3810	White Sands
3811	'Breaker' Morant
3812	Every Thing You Always Wanted to Know About Sex * But Were Afraid to Ask
3813	Interiors
3814	Love and Death
3816	La historia oficial
3817	Søndagsengler
3818	Pot o' Gold
3819	Tampopo
3820	Thomas and the Magic Railroad
3821	Nutty Professor II: The Klumps
3822	La fille sur le pont
3823	Wonderland
3824	Autumn in New York
3825	Coyote Ugly
3826	Hollow Man
3827	Space Cowboys
3829	Mad About Mambo
3830	Psycho Beach Party
3831	Saving Grace
3832	I tre volti della paura
3833	The Brain That Wouldn't Die
3834	Bronco Billy
3835	Crush
3836	Kelly's Heroes
3837	Phantasm II
3838	Phantasm III: Lord of the Dead
3839	Phantasm IV: Oblivion
3840	Pumpkinhead
3841	Air America
3843	Sleepaway Camp
3844	Steel Magnolias
3845	Et Dieu... crea la femme
3846	Easy Money
3847	Ilsa: She Wolf of the SS
3848	Silent Fall
3849	The Spiral Staircase
3850	What Ever Happened to Aunt Alice?
3851	I'm the One That I Want
3852	The Tao of Steve
3853	The Tic Code
3854	Aimee & Jaguar
3855	Une liaison pornographique
3857	Bless the Child
3858	Cecil B. DeMented
3859	The Eyes of Tammy Faye
3860	The Opportunists
3861	The Replacements
3862	About Adam
3863	The Cell
3864	Gojira ni-sen mireniamu
3865	The Original Kings of Comedy
3866	Sunset Blvd.
3867	All the Rage
3868	The Naked Gun: From the Files of Police Squad!
3869	The Naked Gun 2½: The Smell of Fear
3870	Our Town
3871	Shane
3872	Suddenly, Last Summer
3873	Cat Ballou
3874	Un divan a New York
3875	The Devil Rides Out
3876	Tom and Jerry: The Movie
3877	Supergirl
3878	X: The Unknown
3879	The Art of War
3880	The Ballad of Ramblin' Jack
3881	Bittersweet Motel
3882	Bring It On
3883	Catfish in Black Bean Sauce
3884	Star Trek
3885	Love & Sex
3886	Steal This Movie
3887	Went to Coney Island on a Mission from God... Be Back by Five
3888	Skipped Parts
3889	Highlander: Endgame
3891	Center Stage: Turn It Up
3892	"Grey's Anatomy"
3893	Nurse Betty
3894	Solas
3895	The Watcher
3896	The Way of the Gun
3897	Almost Famous
3898	Bait
3899	The Circus
3900	Crime and Punishment in Suburbia
3901	Duets
3902	Goya en Burdeos
3903	Urbania
3905	The Specials
3906	Under Suspicion
3907	Prince of Central Park
3908	Urban Legends: Final Cut
3909	Woman on Top
3910	Dancer in the Dark
3911	Best in Show
3912	A Beautiful Mind
3913	Barenaked in America
3914	The Broken Hearts Club: A Romantic Comedy
3915	Girlfight
3916	Remember the Titans
3917	Hellraiser
3918	Hellbound: Hellraiser II
3919	Hellraiser III: Hell on Earth
3920	In weiter Ferne, so nah!
3921	Psycho Beach Party
3922	Bikini Beach
3923	Return of the Fly
3924	Pajama Party
3925	Stranger Than Paradise
3926	Voyage to the Bottom of the Sea
3927	Fantastic Voyage
3928	Bud Abbott Lou Costello Meet Frankenstein
3929	The Bank Dick
3930	Creature from the Black Lagoon
3931	The Giant Gila Monster
3932	The Invisible Man
3933	The Killer Shrews
3934	Kronos
3936	The Phantom of the Opera
3937	Runaway Jury
3938	The Slumber Party Massacre
3939	Slumber Party Massacre II
3940	Slumber Party Massacre III
3941	Sorority House Massacre
3942	Sorority House Massacre II
3943	Bamboozled
3944	Bootmen
3945	"Digimon: Digital Monsters"
3946	Get Carter
3947	Get Carter
3948	Meet the Parents
3949	Requiem for a Dream
3950	Tigerland
3951	Two Family House
3952	The Contender
3953	Dr T and the Women
3954	Just Looking
3955	The Ladies Man
3956	Lost Souls
3957	Billy Jack
3958	Billy Jack Goes to Washington
3959	The Time Machine
3960	Thir13en Ghosts
3961	Ghoulies
3962	Ghoulies II
3963	The Unsinkable Molly Brown
3964	The Adventures of Ichabod and Mr. Toad
3965	The Strange Love of Martha Ivers
3966	Detour
3967	Billy Elliot
3968	Bedazzled
3969	Pay It Forward
3970	E tu vivrai nel terrore - L'aldila
3971	The Private Eyes
3972	Jui kuen II
3973	Book of Shadows: Blair Witch 2
3974	The Little Vampire
3975	Lucky Number Slevin
3976	Stardom
3977	Charlie's Angels: Full Throttle
3978	The Legend of Bagger Vance
3979	Little Nicky
3980	Men of Honor
3981	Red Planet
3982	What's Cooking?
3983	You Can Count on Me
3984	Diamonds Are Forever
3985	The Eagle Has Landed
3986	The 6th Day
3987	Bounce
3988	How the Grinch Stole Christmas
3989	One Day in September
3990	Rugrats in Paris: The Movie - Rugrats II
3991	102 Dalmatians
3992	Malena
3993	Quills
3994	Unbreakable
3995	Boys Life 3
3996	Wo hu cang long
3997	Dungeons & Dragons
3998	Proof of Life
3999	Vertical Limit
4000	The Bounty
4001	Code of Silence
4002	Planes, Trains & Automobiles
4003	She's Having a Baby
4005	The Living Daylights
4006	Transformers
4007	Wall Street
4008	Born on the Fourth of July
4009	Talk Radio
4010	Brewster's Millions
4011	Snatch.
4012	Punchline
4013	Mr. Accident
4014	Chocolat
4015	Dude, Where's My Car?
4016	The Emperor's New Groove
4017	Who the #$&% Is Jackson Pollock?
4018	What Women Want
4019	Finding Forrester
4020	The Gift
4021	Before Night Falls
4022	Cast Away
4023	The Family Man
4024	The House of Mirth
4025	Miss Congeniality
4026	Injeong sajeong bol geot eobtda
4027	O Brother, Where Art Thou?
4028	Songcatcher
4029	State and Main
4030	Dracula 2000
4031	All the Pretty Horses
4032	An Everlasting Piece
4033	Thirteen Days
4034	Traffic
4035	The Claim
4036	Shadow of the Vampire
4037	House of Games
4038	Kill Me Again
4039	Annie
4040	Don't Tell Mom the Babysitter's Dead
4041	An Officer and a Gentleman
4042	The Alamo
4043	At Close Range
4044	Breaker! Breaker!
4045	Breakheart Pass
4046	Friendly Persuasion
4047	Gettysburg
4048	Imaginary Crimes
4049	Rancho Deluxe
4050	The St. Francisville Experiment
4051	Ein Toter hing im Netz
4052	Antitrust
4053	Double Take
4054	Save the Last Dance
4055	Panic Room
4056	The Pledge
4057	Kids World
4059	The Amati Girls
4060	Love Field
4061	Man on the Moon
4062	Mystic Pizza
4063	Prelude to a Kiss
4064	Coffy
4065	Foxy Brown
4066	I'm Gonna Git You Sucka
4067	Untamed Heart
4068	Sugar & spice: Fumi zekka
4069	The Wedding Planner
4070	Amy
4072	Trolosa
4073	The Invisible Circus
4074	Die Stille nach dem Schuß
4076	Two Ninas
4077	Harry un ami qui vous veut du bien
4078	Amazing Grace and Chuck
4079	Amazon Women on the Moon
4080	Baby Boom
4081	Back to the Beach
4082	Barfly
4083	Best Seller
4084	Beverly Hills Cop II
4085	Beverly Hills Cop
4086	The Big Easy
4087	Da wan
4088	The Big Town
4089	Born in East L.A.
4090	The Brave Little Toaster
4091	Can't Buy Me Love
4092	Cherry 2000
4093	Paul Blart: Mall Cop
4094	Critical Condition
4095	Cry Freedom
4096	Cursed
4097	Killer Movie
4098	Dawn of the Dead
4099	Death Before Dishonor
4100	Disorderlies
4101	Dogs in Space
4102	Eddie Murphy Raw
4103	Empire of the Sun
4104	Ernest Goes to Camp
4105	The Evil Dead
4106	Extreme Prejudice
4107	Family Viewing
4108	Five Corners
4109	Flowers in the Attic
4110	The Fourth Protocol
4111	Gardens of Stone
4112	Giulia e Giulia
4113	The Glass Menagerie
4114	Good Morning, Babylon
4115	Hiding Out
4116	Hollywood Shuffle
4117	Hope and Glory
4118	Hot Pursuit
4119	Housekeeping
4120	Hunk
4121	Innerspace
4122	Ironweed
4123	Ishtar
4124	Jaws: The Revenge
4125	Leonard Part 6
4126	Less Than Zero
4127	Like Father Like Son
4128	The Lost Boys
4129	Made in Heaven
4130	Maid to Order
4131	Making Mr. Right
4132	Mannequin
4133	Masters of the Universe
4135	The Monster Squad
4136	A Month in the Country
4137	Morgan Stewart's Coming Home
4138	My Demon Lover
4139	No Man's Land
4140	North Shore
4141	Head Over Heels
4142	Left Behind
4143	Valentine
4144	Fa yeung nin wa
4145	Cabin Fever
4146	The Million Dollar Hotel
4147	Krámpack
4148	Hannibal
4149	Saving Silverman
4150	Signs & Wonders
4151	Le gout des autres
4152	Vatel
4153	Down to Earth
4154	Recess: School's Out
4155	Sweet November
4156	Company Man
4157	The Price of Milk
4158	Monkeybone
4159	3000 Miles to Graceland
4160	La veuve de Saint-Pierre
4161	The Mexican
4162	See Spot Run
4163	Carman: The Champion
4164	The Caveman's Valentine
4165	Eu Tu Eles
4166	Series 7: The Contenders
4167	15 Minutes
4168	Get Over It
4169	Blow Dry
4170	Hit and Runway
4171	Long Night's Journey Into Day
4172	Simon Magus
4173	When Brendan Met Trudy
4174	The Mists of Avalon
4175	"Grey's Anatomy"
4176	Madadayo
4177	The Mirror Crack'd
4178	Of Mice and Men
4179	Pixote: A Lei do Mais Fraco
4180	Reform School Girls
4181	Tapeheads
4182	Tuff Turf
4183	The Unbelievable Truth
4184	The Bishop's Wife
4185	Elvis: That's the Way It Is
4186	The Fortune Cookie
4187	Lilies of the Field
4188	Hans Christian Andersen
4189	The Greatest Story Ever Told
4190	Elmer Gantry
4191	Alfie
4192	Demetrius and the Gladiators
4193	The Fantasticks
4194	'I Know Where I'm Going!'
4195	The Abominable Dr. Phibes
4196	Die, Monster, Die!
4197	Dan in Real Life
4198	Battle Beyond the Stars
4199	Death Warrant
4200	Double Impact
4201	Pirates of the Caribbean: At World's End
4202	Hot Fuzz
4203	Harley Davidson and the Marlboro Man
4204	Losin' It
4205	Mermaids
4206	The Mighty Quinn
4207	Navy Seals
4208	Unmade Beds
4209	Rated X
4210	Manhunter
4211	Reversal of Fortune
4212	Death on the Nile
